Azimuth Angle,Flap,FlapRate,FlapAcceleration,PitchLinkMoment
0,-0.00153821,-0.0123563,-22.0283,17.9582
0.0174533,-0.00154851,-0.0307133,-22.0184,17.962
0.0349066,-0.00157411,-0.0490619,-22.0018,17.9658
0.0523599,-0.00161499,-0.0673967,-21.9785,17.9697
0.0698132,-0.00167115,-0.0857122,-21.9487,17.9736
0.0872665,-0.00174258,-0.104003,-21.9122,17.9774
0.10472,-0.00182925,-0.122263,-21.8691,17.9813
0.122173,-0.00193114,-0.140487,-21.8195,17.9852
0.139626,-0.00204821,-0.15867,-21.7632,17.9891
0.15708,-0.00218043,-0.176806,-21.7004,17.993
0.174533,-0.00232777,-0.19489,-21.631,17.9969
0.191986,-0.00249018,-0.212916,-21.5551,18.0008
0.20944,-0.00266761,-0.230878,-21.4727,18.0047
0.226893,-0.00286001,-0.248772,-21.3839,18.0086
0.244346,-0.00306732,-0.266592,-21.2885,18.0125
0.261799,-0.00328948,-0.284333,-21.1867,18.0164
0.279253,-0.00352642,-0.301988,-21.0786,18.0203
0.296706,-0.00377808,-0.319554,-20.964,18.0242
0.314159,-0.00404437,-0.337024,-20.8431,18.028
0.331613,-0.00432523,-0.354393,-20.7159,18.0319
0.349066,-0.00462056,-0.371656,-20.5824,18.0357
0.366519,-0.00493027,-0.388808,-20.4427,18.0396
0.383972,-0.00525428,-0.405844,-20.2968,18.0434
0.401426,-0.00559248,-0.422758,-20.1448,18.0472
0.418879,-0.00594478,-0.439545,-19.9866,18.0509
0.436332,-0.00631106,-0.456201,-19.8224,18.0547
0.453786,-0.00669123,-0.472719,-19.6521,18.0584
0.471239,-0.00708516,-0.489096,-19.4759,18.0621
0.488692,-0.00749274,-0.505326,-19.2938,18.0657
0.506145,-0.00791385,-0.521404,-19.1058,18.0694
0.523599,-0.00834835,-0.537326,-18.912,18.073
0.541052,-0.00879612,-0.553086,-18.7125,18.0765
0.558505,-0.00925703,-0.568679,-18.5072,18.08
0.575959,-0.00973093,-0.584102,-18.2964,18.0835
0.593412,-0.0102177,-0.599349,-18.0799,18.087
0.610865,-0.0107171,-0.614416,-17.8579,18.0904
0.628319,-0.0112292,-0.629297,-17.6305,18.0937
0.645772,-0.0117536,-0.643989,-17.3977,18.097
0.663225,-0.0122902,-0.658487,-17.1595,18.1003
0.680678,-0.012839,-0.672787,-16.9162,18.1035
0.698132,-0.0133996,-0.686884,-16.6676,18.1066
0.715585,-0.013972,-0.700774,-16.4139,18.1097
0.733038,-0.014556,-0.714452,-16.1553,18.1128
0.750492,-0.0151514,-0.727915,-15.8916,18.1158
0.767945,-0.015758,-0.741158,-15.6231,18.1187
0.785398,-0.0163756,-0.754177,-15.3497,18.1215
0.802851,-0.0170041,-0.766968,-15.0717,18.1243
0.820305,-0.0176432,-0.779528,-14.789,18.127
0.837758,-0.0182928,-0.791852,-14.5018,18.1297
0.855211,-0.0189527,-0.803937,-14.21,18.1322
0.872665,-0.0196227,-0.815779,-13.9139,18.1347
0.890118,-0.0203025,-0.827374,-13.6135,18.1371
0.907571,-0.0209919,-0.838718,-13.3089,18.1395
0.925025,-0.0216909,-0.849809,-13.0002,18.1417
0.942478,-0.0223991,-0.860642,-12.6874,18.1439
0.959931,-0.0231163,-0.871215,-12.3707,18.146
0.977384,-0.0238423,-0.881524,-12.0501,18.148
0.994838,-0.0245769,-0.891566,-11.7258,18.1499
1.01229,-0.0253198,-0.901337,-11.3979,18.1518
1.02974,-0.026071,-0.910836,-11.0664,18.1535
1.0472,-0.02683,-0.920058,-10.7314,18.1552
1.06465,-0.0275967,-0.929,-10.3931,18.1567
1.0821,-0.0283709,-0.937661,-10.0515,18.1582
1.09956,-0.0291523,-0.946038,-9.70676,18.1595
1.11701,-0.0299406,-0.954127,-9.35897,18.1608
1.13446,-0.0307357,-0.961926,-9.00824,18.1619
1.15192,-0.0315373,-0.969433,-8.65466,18.163
1.16937,-0.0323452,-0.976645,-8.29835,18.164
1.18682,-0.0331591,-0.98356,-7.93942,18.1648
1.20428,-0.0339787,-0.990176,-7.57796,18.1655
1.22173,-0.0348038,-0.996491,-7.21409,18.1662
1.23918,-0.0356342,-1.0025,-6.84792,18.1667
1.25664,-0.0364697,-1.00821,-6.47956,18.1671
1.27409,-0.0373098,-1.01361,-6.10912,18.1674
1.29154,-0.0381545,-1.0187,-5.73672,18.1676
1.309,-0.0390034,-1.02348,-5.36246,18.1677
1.32645,-0.0398563,-1.02795,-4.98646,18.1676
1.3439,-0.040713,-1.0321,-4.60884,18.1675
1.36136,-0.041573,-1.03595,-4.22971,18.1672
1.37881,-0.0424363,-1.03947,-3.84919,18.1668
1.39626,-0.0433026,-1.04268,-3.46738,18.1663
1.41372,-0.0441715,-1.04557,-3.08442,18.1657
1.43117,-0.0450428,-1.04814,-2.70041,18.165
1.44862,-0.0459162,-1.05039,-2.31548,18.1641
1.46608,-0.0467915,-1.05232,-1.92974,18.1632
1.48353,-0.0476685,-1.05393,-1.54331,18.1626
1.50098,-0.0485467,-1.05521,-1.1563,18.162
1.51844,-0.0494261,-1.05618,-0.768851,18.1611
1.53589,-0.0503062,-1.05682,-0.381071,18.16
1.55334,-0.0511869,-1.05713,0.0069169,18.1587
1.5708,-0.0520679,-1.05713,0.394992,18.1572
1.58825,-0.0529488,-1.0568,0.783035,18.1554
1.6057,-0.0538295,-1.05615,1.17092,18.1534
1.62316,-0.0547096,-1.05517,1.55854,18.1512
1.64061,-0.0555889,-1.05387,1.94576,18.1488
1.65806,-0.0564671,-1.05225,2.33247,18.1461
1.67552,-0.057344,-1.05031,2.71854,18.1432
1.69297,-0.0582192,-1.04804,3.10385,18.1401
1.71042,-0.0590926,-1.04545,3.4883,18.137
1.72788,-0.0599638,-1.04255,3.87175,18.1342
1.74533,-0.0608326,-1.03932,4.25409,18.1313
1.76278,-0.0616987,-1.03578,4.6352,18.1284
1.78024,-0.0625619,-1.03191,5.01495,18.1252
1.79769,-0.0634218,-1.02773,5.39323,18.122
1.81514,-0.0642782,-1.02324,5.76991,18.1187
1.8326,-0.0651309,-1.01843,6.14488,18.1153
1.85005,-0.0659796,-1.01331,6.51803,18.1117
1.8675,-0.0668241,-1.00788,6.88923,18.1081
1.88496,-0.067664,-1.00214,7.25836,18.1043
1.90241,-0.0684991,-0.99609,7.62532,18.1004
1.91986,-0.0693291,-0.989735,7.98997,18.0965
1.93732,-0.0701539,-0.983077,8.35222,18.0924
1.95477,-0.0709732,-0.976117,8.71194,18.0882
1.97222,-0.0717866,-0.968857,9.06903,18.084
1.98968,-0.072594,-0.961299,9.42336,18.0796
2.00713,-0.073395,-0.953446,9.77482,18.0751
2.02458,-0.0741896,-0.945301,10.1233,18.0706
2.04204,-0.0749773,-0.936865,10.4687,18.066
2.05949,-0.0757581,-0.928141,10.8109,18.0612
2.07694,-0.0765315,-0.919132,11.1498,18.0564
2.0944,-0.0772975,-0.90984,11.4853,18.0515
2.11185,-0.0780557,-0.900269,11.8173,18.0465
2.1293,-0.0788059,-0.890421,12.1457,18.0415
2.14675,-0.0795479,-0.8803,12.4703,18.0363
2.16421,-0.0802815,-0.869908,12.7911,18.0311
2.18166,-0.0810064,-0.859249,13.108,18.0258
2.19911,-0.0817224,-0.848325,13.4208,18.0205
2.21657,-0.0824294,-0.837141,13.7295,18.0151
2.23402,-0.083127,-0.8257,14.034,18.0096
2.25147,-0.0838151,-0.814005,14.3341,18.0041
2.26893,-0.0844934,-0.80206,14.6299,17.9985
2.28638,-0.0851618,-0.789868,14.9211,17.9928
2.30383,-0.08582,-0.777434,15.2077,17.9871
2.32129,-0.0864679,-0.764761,15.4896,17.9814
2.33874,-0.0871052,-0.751853,15.7667,17.9756
2.35619,-0.0877317,-0.738714,16.039,17.9697
2.37365,-0.0883473,-0.725348,16.3063,17.9638
2.3911,-0.0889518,-0.71176,16.5685,17.9579
2.40855,-0.0895449,-0.697953,16.8257,17.952
2.42601,-0.0901265,-0.683931,17.0776,17.946
2.44346,-0.0906965,-0.6697,17.3242,17.94
2.46091,-0.0912546,-0.655263,17.5655,17.9339
2.47837,-0.0918006,-0.640625,17.8013,17.9279
2.49582,-0.0923345,-0.625791,18.0316,17.9218
2.51327,-0.092856,-0.610765,18.2563,17.9157
2.53073,-0.0933649,-0.595551,18.4754,17.9096
2.54818,-0.0938612,-0.580155,18.6888,17.9035
2.56563,-0.0943447,-0.564581,18.8963,17.8974
2.58309,-0.0948152,-0.548834,19.098,17.8913
2.60054,-0.0952725,-0.532919,19.2938,17.8852
2.61799,-0.0957166,-0.516841,19.4836,17.8791
2.63545,-0.0961473,-0.500604,19.6674,17.873
2.6529,-0.0965645,-0.484215,19.845,17.8669
2.67035,-0.096968,-0.467677,20.0166,17.8608
2.68781,-0.0973578,-0.450997,20.1819,17.8548
2.70526,-0.0977336,-0.434179,20.3409,17.8487
2.72271,-0.0980954,-0.417228,20.4937,17.8427
2.74017,-0.0984431,-0.40015,20.6401,17.8368
2.75762,-0.0987765,-0.38295,20.7801,17.8308
2.77507,-0.0990957,-0.365633,20.9137,17.8249
2.79253,-0.0994004,-0.348205,21.0408,17.819
2.80998,-0.0996905,-0.330671,21.1614,17.8132
2.82743,-0.0999661,-0.313036,21.2755,17.8074
2.84489,-0.100227,-0.295307,21.383,17.8017
2.86234,-0.100473,-0.277487,21.4838,17.796
2.87979,-0.100704,-0.259584,21.578,17.7903
2.89725,-0.100921,-0.241603,21.6656,17.7848
2.9147,-0.101122,-0.223548,21.7464,17.7792
2.93215,-0.101308,-0.205426,21.8205,17.7738
2.94961,-0.101479,-0.187242,21.8879,17.7684
2.96706,-0.101635,-0.169002,21.9485,17.763
2.98451,-0.101776,-0.150712,22.0024,17.7578
3.00197,-0.101902,-0.132376,22.0494,17.7526
3.01942,-0.102012,-0.114002,22.0897,17.7474
3.03687,-0.102107,-0.0955938,22.1231,17.7424
3.05433,-0.102187,-0.0771578,22.1498,17.7374
3.07178,-0.102251,-0.0586997,22.1696,17.7325
3.08923,-0.1023,-0.0402251,22.1825,17.7277
3.10669,-0.102334,-0.0217396,22.1887,17.723
3.12414,-0.102352,-0.00324909,22.188,17.7184
3.14159,-0.102354,0.0152409,22.1804,17.7138
3.15905,-0.102342,0.0337246,22.1661,17.7094
3.1765,-0.102314,0.0521963,22.145,17.705
3.19395,-0.10227,0.0706505,22.117,17.7008
3.21141,-0.102211,0.0890813,22.0823,17.6966
3.22886,-0.102137,0.107483,22.0407,17.6925
3.24631,-0.102047,0.12585,21.9924,17.6886
3.26377,-0.101943,0.144177,21.9374,17.6847
3.28122,-0.101822,0.162459,21.8756,17.6809
3.29867,-0.101687,0.180688,21.8072,17.6772
3.31613,-0.101536,0.198861,21.7321,17.6736
3.33358,-0.101371,0.216971,21.6503,17.6702
3.35103,-0.10119,0.235013,21.5619,17.6668
3.36849,-0.100994,0.252981,21.4669,17.6635
3.38594,-0.100783,0.27087,21.3653,17.6604
3.40339,-0.100558,0.288675,21.2572,17.6573
3.42085,-0.100317,0.306389,21.1426,17.6544
3.4383,-0.100062,0.324008,21.0216,17.6516
3.45575,-0.0997917,0.341526,20.8941,17.6489
3.47321,-0.099507,0.358938,20.7603,17.6463
3.49066,-0.0992079,0.376238,20.6202,17.6436
3.50811,-0.0988944,0.393421,20.4738,17.641
3.52557,-0.0985666,0.410483,20.3212,17.6386
3.54302,-0.0982245,0.427417,20.1624,17.6362
3.56047,-0.0978683,0.444219,19.9974,17.634
3.57792,-0.0974981,0.460884,19.8264,17.6319
3.59538,-0.097114,0.477406,19.6494,17.6299
3.61283,-0.0967162,0.49378,19.4664,17.628
3.63028,-0.0963047,0.510002,19.2775,17.6263
3.64774,-0.0958797,0.526067,19.0827,17.6246
3.66519,-0.0954413,0.541969,18.8822,17.6231
3.68264,-0.0949897,0.557704,18.6759,17.6216
3.7001,-0.0945249,0.573267,18.464,17.6203
3.71755,-0.0940472,0.588654,18.2465,17.6191
3.735,-0.0935567,0.60386,18.0235,17.618
3.75246,-0.0930535,0.618879,17.7951,17.617
3.76991,-0.0925377,0.633708,17.5612,17.6161
3.78736,-0.0920096,0.648343,17.3221,17.6153
3.80482,-0.0914693,0.662778,17.0777,17.6147
3.82227,-0.090917,0.677009,16.8282,17.6141
3.83972,-0.0903529,0.691033,16.5736,17.6137
3.85718,-0.089777,0.704844,16.3141,17.6133
3.87463,-0.0891896,0.718439,16.0496,17.613
3.89208,-0.0885909,0.731814,15.7803,17.6129
3.90954,-0.0879811,0.744964,15.5062,17.6128
3.92699,-0.0873603,0.757886,15.2275,17.6129
3.94444,-0.0867287,0.770576,14.9442,17.613
3.9619,-0.0860866,0.783029,14.6564,17.6132
3.97935,-0.085434,0.795243,14.3643,17.6135
3.9968,-0.0847713,0.807213,14.0678,17.6139
4.01426,-0.0840987,0.818936,13.7671,17.6144
4.03171,-0.0834162,0.830409,13.4623,17.615
4.04916,-0.0827242,0.841627,13.1535,17.6157
4.06662,-0.0820228,0.852589,12.8407,17.6164
4.08407,-0.0813124,0.863289,12.5241,17.6173
4.10152,-0.080593,0.873726,12.2037,17.6182
4.11898,-0.0798648,0.883896,11.8797,17.6192
4.13643,-0.0791283,0.893795,11.5522,17.6202
4.15388,-0.0783834,0.903422,11.2212,17.6214
